step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,sensor_corruption_rate,incident_active,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
170.0,-1.5,136,0,0.0,136,1.0,0.0,0,27,0,6,60,87,0,44.0,1.6296296296296295,8.116003257872844,2,27.0,0.4707292383167169,4,29.0,0.33680651748967966,0,2.0,0.9119445861810936,0,15.0,0.5303182004115328,6,73.0
175.0,-1.75,140,0,0.0,140,1.0,0.0,0,25,0,7,63,88,0,56.0,2.24,7.184395646383669,4,45.0,0.41041604041256463,2,27.0,0.19731091498514064,1,3.0,0.6213969407302928,0,2.0,0.9448530853105331,7,77.0
180.0,-2.25,144,0,0.0,144,1.0,0.0,0,27,0,9,63,90,0,81.0,3.0,6.4048386857577055,5,66.0,0.2572189068939731,3,21.0,0.27885317580972835,1,4.0,0.18005782715281865,0,0.0,0.9242275404434804,9,91.0
185.0,-1.75,148,0,0.0,148,1.0,0.0,0,28,0,7,65,93,0,37.0,1.3214285714285714,7.063505031235642,3,59.0,0.24522906330457947,1,22.0,0.5223362579464483,3,14.0,0.0003391396285330511,0,2.0,0.9311123909809214,7,97.0
190.0,-1.25,152,0,0.0,152,1.0,0.0,0,26,0,5,69,95,0,50.0,1.9230769230769231,8.774850070164787,4,43.0,0.3519289941745815,1,16.0,0.7673672709446175,0,13.0,0.1545983918158853,0,4.0,0.8818022704464994,5,76.0
195.0,-0.5,156,0,0.0,156,1.0,0.0,0,24,0,2,72,96,0,13.0,0.5416666666666666,8.916903282215904,1,36.0,0.4126860773330937,1,5.0,0.7305442522892948,0,0.0,1.0,0,4.0,0.5668621151902254,2,45.0
200.0,-1.25,160,0,0.0,160,1.0,0.0,0,25,0,5,72,97,0,23.0,0.92,9.096416437018704,1,13.0,0.5713545807983387,2,11.0,0.29025103624132287,0,2.0,0.8639179356257685,2,11.0,1.2815704261031503e-05,5,37.0
205.0,-0.25,164,0,0.0,164,1.0,0.0,0,25,0,1,75,100,0,4.0,0.16,9.086707944744123,0,0.0,0.7104463419957672,1,14.0,0.25250706042676774,0,2.0,0.7862878324447241,0,7.0,0.24993244390913064,1,23.0
210.0,-1.0,168,0,0.0,168,1.0,0.0,0,26,0,4,79,105,0,13.0,0.5,9.54945791739178,1,5.0,0.7112846490098704,1,11.0,0.58524054698736,2,5.0,0.49164056060306466,0,2.0,0.93311885832145,4,23.0
215.0,-1.0,172,0,0.0,172,1.0,0.0,0,25,0,4,82,107,0,24.0,0.96,7.178598453729961,2,14.0,0.3776769715703962,1,9.0,0.6006031813302435,1,8.0,0.35066180306257005,0,2.0,0.9388123346019923,4,33.0
220.0,-2.25,176,0,0.0,176,1.0,0.0,0,23,0,9,84,107,0,58.0,2.5217391304347827,4.458491677200217,5,34.0,0.11278464701052719,2,14.0,0.31205345259257106,2,14.0,0.14724936333192484,0,2.0,0.3293394372134428,9,64.0
225.0,-2.25,180,0,0.0,180,1.0,0.0,0,25,0,9,84,109,0,38.0,1.52,4.768116754223064,5,47.0,0.15647593661010828,0,5.0,0.20669978065761818,1,10.0,0.3173890500655102,3,13.0,0.0017285971277314818,9,75.0
230.0,-0.75,184,0,0.0,184,1.0,0.0,0,24,0,3,87,111,0,22.0,0.9166666666666666,8.121812728426706,2,39.0,0.3692623161854503,0,0.0,0.9242630001738945,1,8.0,0.7325851865006908,0,17.0,0.6490934495374293,3,64.0
